node, X coordinate (m), Y coordinate (m), Liquid Pressure (MPa), Vapor Pressure (MPa), Temperature (deg C), Liquid Density (kg/m**3), Vapor Density (kg/m**3), X Permeability (log m**2), Y Permeability (log m**2), Z Permeability (log m**2)
0000008967,   6100.00000 ,   4200.00000 ,   4.72336725 ,   4.72336725 ,   25.0752433 ,   999.171125 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008968,   6150.00000 ,   4200.00000 ,   4.72102975 ,   4.72102975 ,   25.0725169 ,   999.170616 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008969,   6200.00000 ,   4200.00000 ,   4.71888086 ,   4.71888086 ,   25.0700045 ,   999.170150 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008970,   6250.00000 ,   4200.00000 ,   4.71691030 ,   4.71691030 ,   25.0676724 ,   999.169730 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008971,   6300.00000 ,   4200.00000 ,   4.71510838 ,   4.71510838 ,   25.0654946 ,   999.169357 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008972,   6350.00000 ,   4200.00000 ,   4.71346592 ,   4.71346592 ,   25.0634509 ,   999.169032 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008973,   6400.00000 ,   4200.00000 ,   4.71197430 ,   4.71197430 ,   25.0615256 ,   999.168755 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008974,   6450.00000 ,   4200.00000 ,   4.71062539 ,   4.71062539 ,   25.0597064 ,   999.168523 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008975,   6500.00000 ,   4200.00000 ,   4.70941146 ,   4.70941146 ,   25.0579833 ,   999.168337 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008976,   6550.00000 ,   4200.00000 ,   4.70832509 ,   4.70832509 ,   25.0563486 ,   999.168193 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008977,   6600.00000 ,   4200.00000 ,   4.70735914 ,   4.70735914 ,   25.0547957 ,   999.168091 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008978,   6650.00000 ,   4200.00000 ,   4.70650659 ,   4.70650659 ,   25.0533192 ,   999.168027 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008979,   6700.00000 ,   4200.00000 ,   4.70576053 ,   4.70576053 ,   25.0519147 ,   999.168000 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008980,   6750.00000 ,   4200.00000 ,   4.70511410 ,   4.70511410 ,   25.0505782 ,   999.168007 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008981,   6800.00000 ,   4200.00000 ,   4.70456048 ,   4.70456048 ,   25.0493063 ,   999.168045 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008982,   6850.00000 ,   4200.00000 ,   4.70409284 ,   4.70409284 ,   25.0480959 ,   999.168111 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008983,   6900.00000 ,   4200.00000 ,   4.70370438 ,   4.70370438 ,   25.0469443 ,   999.168204 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008984,   6950.00000 ,   4200.00000 ,   4.70338842 ,   4.70338842 ,   25.0458490 ,   999.168319 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008985,   7000.00000 ,   4200.00000 ,   4.70313838 ,   4.70313838 ,   25.0448075 ,   999.168455 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008986,   7050.00000 ,   4200.00000 ,   4.70294796 ,   4.70294796 ,   25.0438177 ,   999.168608 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008987,   7100.00000 ,   4200.00000 ,   4.70281117 ,   4.70281117 ,   25.0428774 ,   999.168776 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008988,   7150.00000 ,   4200.00000 ,   4.70272244 ,   4.70272244 ,   25.0419846 ,   999.168956 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008989,   7200.00000 ,   4200.00000 ,   4.70267672 ,   4.70267672 ,   25.0411374 ,   999.169147 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008990,   7250.00000 ,   4200.00000 ,   4.70266941 ,   4.70266941 ,   25.0403339 ,   999.169347 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008991,   7300.00000 ,   4200.00000 ,   4.70269641 ,   4.70269641 ,   25.0395721 ,   999.169554 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008992,   7350.00000 ,   4200.00000 ,   4.70275406 ,   4.70275406 ,   25.0388504 ,   999.169766 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008993,   7400.00000 ,   4200.00000 ,   4.70283906 ,   4.70283906 ,   25.0381670 ,   999.169983 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008994,   7450.00000 ,   4200.00000 ,   4.70294844 ,   4.70294844 ,   25.0375202 ,   999.170203 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008995,   7500.00000 ,   4200.00000 ,   4.70307949 ,   4.70307949 ,   25.0369085 ,   999.170426 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008996,   7550.00000 ,   4200.00000 ,   4.70322978 ,   4.70322978 ,   25.0363303 ,   999.170649 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008997,   7600.00000 ,   4200.00000 ,   4.70339710 ,   4.70339710 ,   25.0357841 ,   999.170873 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008998,   7650.00000 ,   4200.00000 ,   4.70357948 ,   4.70357948 ,   25.0352686 ,   999.171098 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000008999,   7700.00000 ,   4200.00000 ,   4.70377512 ,   4.70377512 ,   25.0347823 ,   999.171321 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009000,   7750.00000 ,   4200.00000 ,   4.70398244 ,   4.70398244 ,   25.0343239 ,   999.171544 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009001,   7800.00000 ,   4200.00000 ,   4.70419997 ,   4.70419997 ,   25.0338921 ,   999.171765 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009002,   7850.00000 ,   4200.00000 ,   4.70442641 ,   4.70442641 ,   25.0334857 ,   999.171984 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009003,   7900.00000 ,   4200.00000 ,   4.70466050 ,   4.70466050 ,   25.0331034 ,   999.172201 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009004,   7950.00000 ,   4200.00000 ,   4.70490108 ,   4.70490108 ,   25.0327442 ,   999.172416 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009005,   8000.00000 ,   4200.00000 ,   4.70514704 ,   4.70514704 ,   25.0324069 ,   999.172628 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009006,   8050.00000 ,   4200.00000 ,   4.70539729 ,   4.70539729 ,   25.0320905 ,   999.172836 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009007,   8100.00000 ,   4200.00000 ,   4.70565078 ,   4.70565078 ,   25.0317938 ,   999.173042 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009008,   8150.00000 ,   4200.00000 ,   4.70590646 ,   4.70590646 ,   25.0315160 ,   999.173243 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009009,   8200.00000 ,   4200.00000 ,   4.70616332 ,   4.70616332 ,   25.0312560 ,   999.173441 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009010,   8250.00000 ,   4200.00000 ,   4.70642037 ,   4.70642037 ,   25.0310130 ,   999.173635 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009011,   8300.00000 ,   4200.00000 ,   4.70667665 ,   4.70667665 ,   25.0307861 ,   999.173824 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009012,   8350.00000 ,   4200.00000 ,   4.70693129 ,   4.70693129 ,   25.0305744 ,   999.174008 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009013,   8400.00000 ,   4200.00000 ,   4.70718345 ,   4.70718345 ,   25.0303771 ,   999.174188 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009014,   8450.00000 ,   4200.00000 ,   4.70743244 ,   4.70743244 ,   25.0301935 ,   999.174362 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009015,   8500.00000 ,   4200.00000 ,   4.70767760 ,   4.70767760 ,   25.0300227 ,   999.174531 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009016,   8550.00000 ,   4200.00000 ,   4.70791840 ,   4.70791840 ,   25.0298641 ,   999.174695 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009017,   8600.00000 ,   4200.00000 ,   4.70815434 ,   4.70815434 ,   25.0297171 ,   999.174854 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009018,   8650.00000 ,   4200.00000 ,   4.70838501 ,   4.70838501 ,   25.0295808 ,   999.175007 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009019,   8700.00000 ,   4200.00000 ,   4.70861004 ,   4.70861004 ,   25.0294547 ,   999.175154 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009020,   8750.00000 ,   4200.00000 ,   4.70882909 ,   4.70882909 ,   25.0293381 ,   999.175296 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009021,   8800.00000 ,   4200.00000 ,   4.70904188 ,   4.70904188 ,   25.0292306 ,   999.175433 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009022,   8850.00000 ,   4200.00000 ,   4.70924812 ,   4.70924812 ,   25.0291315 ,   999.175564 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009023,   8900.00000 ,   4200.00000 ,   4.70944755 ,   4.70944755 ,   25.0290404 ,   999.175689 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009024,   8950.00000 ,   4200.00000 ,   4.70963993 ,   4.70963993 ,   25.0289566 ,   999.175809 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009025,   9000.00000 ,   4200.00000 ,   4.70982504 ,   4.70982504 ,   25.0288799 ,   999.175924 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009026,   9050.00000 ,   4200.00000 ,   4.71000264 ,   4.71000264 ,   25.0288096 ,   999.176033 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009027,   9100.00000 ,   4200.00000 ,   4.71017253 ,   4.71017253 ,   25.0287454 ,   999.176136 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009028,   9150.00000 ,   4200.00000 ,   4.71033450 ,   4.71033450 ,   25.0286869 ,   999.176234 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009029,   9200.00000 ,   4200.00000 ,   4.71048836 ,   4.71048836 ,   25.0286337 ,   999.176327 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009030,   9250.00000 ,   4200.00000 ,   4.71063391 ,   4.71063391 ,   25.0285855 ,   999.176414 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009031,   9300.00000 ,   4200.00000 ,   4.71077098 ,   4.71077098 ,   25.0285419 ,   999.176495 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009032,   9350.00000 ,   4200.00000 ,   4.71089938 ,   4.71089938 ,   25.0285026 ,   999.176571 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009033,   9400.00000 ,   4200.00000 ,   4.71101897 ,   4.71101897 ,   25.0284674 ,   999.176641 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009034,   9450.00000 ,   4200.00000 ,   4.71112957 ,   4.71112957 ,   25.0284360 ,   999.176706 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009035,   9500.00000 ,   4200.00000 ,   4.71123106 ,   4.71123106 ,   25.0284081 ,   999.176765 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009036,   9550.00000 ,   4200.00000 ,   4.71132330 ,   4.71132330 ,   25.0283835 ,   999.176819 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009037,   9600.00000 ,   4200.00000 ,   4.71140617 ,   4.71140617 ,   25.0283620 ,   999.176867 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009038,   9650.00000 ,   4200.00000 ,   4.71147956 ,   4.71147956 ,   25.0283434 ,   999.176909 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009039,   9700.00000 ,   4200.00000 ,   4.71154336 ,   4.71154336 ,   25.0283277 ,   999.176946 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009040,   9750.00000 ,   4200.00000 ,   4.71159751 ,   4.71159751 ,   25.0283146 ,   999.176977 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009041,   9800.00000 ,   4200.00000 ,   4.71164191 ,   4.71164191 ,   25.0283040 ,   999.177003 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009042,   9850.00000 ,   4200.00000 ,   4.71167652 ,   4.71167652 ,   25.0282959 ,   999.177022 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009043,   9900.00000 ,   4200.00000 ,   4.71170129 ,   4.71170129 ,   25.0282902 ,   999.177037 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009044,   9950.00000 ,   4200.00000 ,   4.71171618 ,   4.71171618 ,   25.0282867 ,   999.177045 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009045,   10000.0000 ,   4200.00000 ,   4.71172113 ,   4.71172113 ,   25.0282856 ,   999.177048 ,   0.00000000 ,  -16.0000000 ,  -16.0000000 ,  -16.0000000
0000009046,   0.00000000 ,   4250.00000 ,   5.36818657 ,   5.36818657 ,   191.236286 ,   877.318260 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009047,   50.0000000 ,   4250.00000 ,   5.36809536 ,   5.36809536 ,   191.206892 ,   877.351333 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009048,   100.000000 ,   4250.00000 ,   5.36782040 ,   5.36782040 ,   191.122251 ,   877.446537 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009049,   150.000000 ,   4250.00000 ,   5.36735900 ,   5.36735900 ,   190.987675 ,   877.597814 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009050,   200.000000 ,   4250.00000 ,   5.36670834 ,   5.36670834 ,   190.808678 ,   877.798855 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009051,   250.000000 ,   4250.00000 ,   5.36586657 ,   5.36586657 ,   190.590557 ,   878.043581 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009052,   300.000000 ,   4250.00000 ,   5.36483344 ,   5.36483344 ,   190.338179 ,   878.326399 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009053,   350.000000 ,   4250.00000 ,   5.36361056 ,   5.36361056 ,   190.055893 ,   878.642299 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009054,   400.000000 ,   4250.00000 ,   5.36220138 ,   5.36220138 ,   189.747456 ,   878.986952 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009055,   450.000000 ,   4250.00000 ,   5.36061121 ,   5.36061121 ,   189.415917 ,   879.356827 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009056,   500.000000 ,   4250.00000 ,   5.35884695 ,   5.35884695 ,   189.063517 ,   879.749316 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009057,   550.000000 ,   4250.00000 ,   5.35691682 ,   5.35691682 ,   188.691629 ,   880.162782 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009058,   600.000000 ,   4250.00000 ,   5.35482991 ,   5.35482991 ,   188.300816 ,   880.596501 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009059,   650.000000 ,   4250.00000 ,   5.35259563 ,   5.35259563 ,   187.890967 ,   881.050491 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009060,   700.000000 ,   4250.00000 ,   5.35022328 ,   5.35022328 ,   187.461507 ,   881.525283 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009061,   750.000000 ,   4250.00000 ,   5.34772170 ,   5.34772170 ,   187.011623 ,   882.021658 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009062,   800.000000 ,   4250.00000 ,   5.34509902 ,   5.34509902 ,   186.540501 ,   882.540387 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009063,   850.000000 ,   4250.00000 ,   5.34236256 ,   5.34236256 ,   186.047521 ,   883.082012 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009064,   900.000000 ,   4250.00000 ,   5.33951885 ,   5.33951885 ,   185.532417 ,   883.646672 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009065,   950.000000 ,   4250.00000 ,   5.33657378 ,   5.33657378 ,   184.995381 ,   884.233996 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009066,   1000.00000 ,   4250.00000 ,   5.33353272 ,   5.33353272 ,   184.437106 ,   884.843062 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009067,   1050.00000 ,   4250.00000 ,   5.33040075 ,   5.33040075 ,   183.858761 ,   885.472425 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009068,   1100.00000 ,   4250.00000 ,   5.32718283 ,   5.32718283 ,   183.261943 ,   886.120190 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009069,   1150.00000 ,   4250.00000 ,   5.32388393 ,   5.32388393 ,   182.648585 ,   886.784105 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009070,   1200.00000 ,   4250.00000 ,   5.32050911 ,   5.32050911 ,   182.020891 ,   887.461648 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009071,   1250.00000 ,   4250.00000 ,   5.31706351 ,   5.31706351 ,   181.381279 ,   888.150090 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009072,   1300.00000 ,   4250.00000 ,   5.31355227 ,   5.31355227 ,   180.732362 ,   888.846520 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009073,   1350.00000 ,   4250.00000 ,   5.30998050 ,   5.30998050 ,   180.076957 ,   889.547841 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009074,   1400.00000 ,   4250.00000 ,   5.30635319 ,   5.30635319 ,   179.418085 ,   890.250771 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009075,   1450.00000 ,   4250.00000 ,   5.30267515 ,   5.30267515 ,   178.758960 ,   890.951862 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009076,   1500.00000 ,   4250.00000 ,   5.29895096 ,   5.29895096 ,   178.102924 ,   891.647569 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009077,   1550.00000 ,   4250.00000 ,   5.29518506 ,   5.29518506 ,   177.453334 ,   892.334375 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009078,   1600.00000 ,   4250.00000 ,   5.29138168 ,   5.29138168 ,   176.813371 ,   893.008985 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009079,   1650.00000 ,   4250.00000 ,   5.28754488 ,   5.28754488 ,   176.185797 ,   893.668586 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009080,   1700.00000 ,   4250.00000 ,   5.28367856 ,   5.28367856 ,   175.572669 ,   894.311135 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009081,   1750.00000 ,   4250.00000 ,   5.27978639 ,   5.27978639 ,   174.975048 ,   894.935652 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009082,   1800.00000 ,   4250.00000 ,   5.27587166 ,   5.27587166 ,   174.392800 ,   895.542416 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009083,   1850.00000 ,   4250.00000 ,   5.27193713 ,   5.27193713 ,   173.824536 ,   896.133006 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009084,   1900.00000 ,   4250.00000 ,   5.26798475 ,   5.26798475 ,   173.267774 ,   896.710118 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009085,   1950.00000 ,   4250.00000 ,   5.26401549 ,   5.26401549 ,   172.719304 ,   897.277179 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009086,   2000.00000 ,   4250.00000 ,   5.26002918 ,   5.26002918 ,   172.175692 ,   897.837809 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009087,   2050.00000 ,   4250.00000 ,   5.25602459 ,   5.25602459 ,   171.633808 ,   898.395276 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009088,   2100.00000 ,   4250.00000 ,   5.25199955 ,   5.25199955 ,   171.091245 ,   898.952077 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009089,   2150.00000 ,   4250.00000 ,   5.24795135 ,   5.24795135 ,   170.546503 ,   899.509745 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009090,   2200.00000 ,   4250.00000 ,   5.24387702 ,   5.24387702 ,   169.998917 ,   900.068949 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009091,   2250.00000 ,   4250.00000 ,   5.23977370 ,   5.23977370 ,   169.448344 ,   900.629815 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009092,   2300.00000 ,   4250.00000 ,   5.23563883 ,   5.23563883 ,   168.894735 ,   901.192369 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009093,   2350.00000 ,   4250.00000 ,   5.23147017 ,   5.23147017 ,   168.337740 ,   901.756948 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009094,   2400.00000 ,   4250.00000 ,   5.22726569 ,   5.22726569 ,   167.776508 ,   902.324389 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009095,   2450.00000 ,   4250.00000 ,   5.22302327 ,   5.22302327 ,   167.209821 ,   902.895894 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009096,   2500.00000 ,   4250.00000 ,   5.21874045 ,   5.21874045 ,   166.636598 ,   903.472515 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009097,   2550.00000 ,   4250.00000 ,   5.21441413 ,   5.21441413 ,   166.056738 ,   904.054302 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009098,   2600.00000 ,   4250.00000 ,   5.21004040 ,   5.21004040 ,   165.472322 ,   904.639113 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009099,   2650.00000 ,   4250.00000 ,   5.20561422 ,   5.20561422 ,   164.889304 ,   905.220951 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009100,   2700.00000 ,   4250.00000 ,   5.20112888 ,   5.20112888 ,   164.319775 ,   905.787746 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009101,   2750.00000 ,   4250.00000 ,   5.19657529 ,   5.19657529 ,   163.784470 ,   906.318937 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009102,   2800.00000 ,   4250.00000 ,   5.19194141 ,   5.19194141 ,   163.313971 ,   906.784357 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009103,   2850.00000 ,   4250.00000 ,   5.18721285 ,   5.18721285 ,   162.945028 ,   907.147930 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009104,   2900.00000 ,   4250.00000 ,   5.18237497 ,   5.18237497 ,   162.707992 ,   907.380054 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009105,   2950.00000 ,   4250.00000 ,   5.17741756 ,   5.17741756 ,   162.600409 ,   907.483574 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009106,   3000.00000 ,   4250.00000 ,   5.17234154 ,   5.17234154 ,   162.543694 ,   907.536565 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009107,   3050.00000 ,   4250.00000 ,   5.16716442 ,   5.16716442 ,   162.322779 ,   907.752101 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009108,   3100.00000 ,   4250.00000 ,   5.16191732 ,   5.16191732 ,   161.509953 ,   908.552011 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009109,   3150.00000 ,   4250.00000 ,   5.15662268 ,   5.15662268 ,   159.382456 ,   910.637032 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009110,   3200.00000 ,   4250.00000 ,   5.15124822 ,   5.15124822 ,   154.895719 ,   914.971673 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009111,   3250.00000 ,   4250.00000 ,   5.14568298 ,   5.14568298 ,   147.478506 ,   921.944659 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009112,   3300.00000 ,   4250.00000 ,   5.13996409 ,   5.13996409 ,   137.627657 ,   930.835767 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
0000009113,   3350.00000 ,   4250.00000 ,   5.13449143 ,   5.13449143 ,   126.382005 ,   940.473719 ,   0.00000000 ,  -13.6020600 ,  -13.6020600 ,  -13.6020600
